name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description
"New York City,USA",2020-07-10T00:00:00Z,25.6,23.3,24.3,25.6,23.3,24.3,22.5,90.2,4.831,100,54.17,0,0,55.2,33.4,52,1010.4,86.2,11.9,41.4,3.4,2,2020-07-10T03:34:26Z,2020-07-10T18:28:17Z,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-07-11T00:00:00Z,30.5,23.3,26.1,35.7,23.3,27.8,22.7,82.2,0.709,100,25,0,0,50,27.1,222.1,1005.2,49,15,221,19.3,8,2020-07-11T03:35:08Z,2020-07-11T18:27:49Z,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-07-12T00:00:00Z,32.1,22.8,27.3,33.1,22.8,27.8,18.9,61.9,0.316,100,12.5,0,0,48.1,21.3,260.8,1006.4,19.9,16,311,27,10,2020-07-12T03:35:52Z,2020-07-12T18:27:19Z,0.75,Rain,Clear conditions throughout the day with rain.
"New York City,USA",2020-07-13T00:00:00Z,32,22.8,27.2,32,22.8,27.6,18.5,61,0.023,100,4.17,0,0,31.7,19.9,253.7,1008.9,28.1,16,309.2,26.6,10,2020-07-13T03:36:37Z,2020-07-13T18:26:47Z,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
"New York City,USA",2020-07-14T00:00:00Z,31.5,22.2,27,31.7,22.2,27.1,16.5,53.9,0,0,0,0,0,27.7,18.4,279,1014,17.7,16,327.4,28,10,2020-07-14T03:37:23Z,2020-07-14T18:26:13Z,0.8,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-15T00:00:00Z,28.7,22.8,25,29.8,22.8,25.3,18.8,69.1,0,0,0,0,0,27.7,19.9,104.7,1021.5,47.8,16,248.4,21.5,9,2020-07-15T03:38:10Z,2020-07-15T18:25:37Z,0.84,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-07-16T00:00:00Z,26.1,21.7,23.5,26.1,21.7,23.5,17,67.2,0,0,0,0,0,38.9,18.2,135.4,1025.7,62,16,258.9,22.5,9,2020-07-16T03:38:57Z,2020-07-16T18:24:59Z,0.87,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-07-17T00:00:00Z,31,21.1,24.9,35.2,21.1,26,20.5,77.1,0.047,100,8.33,0,0,50,17.9,189.7,1020,54.1,15.9,131,11.4,5,2020-07-17T03:39:46Z,2020-07-17T18:24:20Z,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
"New York City,USA",2020-07-18T00:00:00Z,34.8,23.8,28.3,36.5,23.8,29.1,20.1,64,0,0,0,0,0,70.2,11.1,267.2,1017.4,4.4,16,321.3,27.7,10,2020-07-18T03:40:35Z,2020-07-18T18:23:38Z,0.93,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-19T00:00:00Z,34.9,24.4,29,38.2,24.4,31.2,21.7,66,0,0,0,0,0,40.7,20.2,223.2,1013.7,0.9,16,292.7,25.2,9,2020-07-19T03:41:26Z,2020-07-19T18:22:55Z,0.97,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-20T00:00:00Z,34.9,26.8,30.4,39,29.6,33.3,21.7,62.1,0,0,0,0,0,31.8,20,260.7,1010.9,13.6,15.8,287,24.6,9,2020-07-20T03:42:16Z,2020-07-20T18:22:10Z,0,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-21T00:00:00Z,33.8,26.6,29.4,35.7,26.6,30.8,19.3,55.6,0,0,0,0,0,29.5,12.9,200.9,1015.7,6.2,16,303.8,26.2,10,2020-07-21T03:43:08Z,2020-07-21T18:21:23Z,0.03,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-22T00:00:00Z,34.3,23.3,27.7,40,23.3,29.9,22.7,75.8,12.386,100,29.17,0,0,81.4,26.9,235.3,1016.3,32.2,15.5,249.8,21.7,10,2020-07-22T03:44:00Z,2020-07-22T18:20:34Z,0.07,"Rain, Partially cloudy",Clearing in the afternoon with rain.
"New York City,USA",2020-07-23T00:00:00Z,31.6,23.3,26.6,37.1,23.3,28.4,22.5,79.2,0.013,100,4.17,0,0,31.7,16.3,243.6,1016.5,45.4,16,216.6,18.6,9,2020-07-23T03:44:53Z,2020-07-23T18:19:43Z,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
"New York City,USA",2020-07-24T00:00:00Z,26.6,23.3,25,26.6,23.3,25,21.9,83,0.335,100,12.5,0,0,31.7,23.5,46.9,1018,52,16,80,6.8,3,2020-07-24T03:45:47Z,2020-07-24T18:18:51Z,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
"New York City,USA",2020-07-25T00:00:00Z,32.1,23.8,27.5,35.3,23.8,29.2,21.9,73.2,0,0,0,0,0,33.5,16.3,238.6,1018.6,10,15.8,296.2,25.5,10,2020-07-25T03:46:41Z,2020-07-25T18:17:57Z,0.18,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-26T00:00:00Z,34.3,25,29.5,36,25,30.5,20.4,61.8,0,0,0,0,0,39,23.2,253.4,1015.4,10.5,15.9,300.8,25.9,9,2020-07-26T03:47:35Z,2020-07-26T18:17:01Z,0.21,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-27T00:00:00Z,34.9,25.7,30.2,38,25.7,31.9,19.8,54.5,0,0,0,0,0,42.5,22.1,256.4,1010.2,2.3,16,315,27,9,2020-07-27T03:48:30Z,2020-07-27T18:16:04Z,0.25,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-28T00:00:00Z,33.4,26.8,29.8,37.6,28.9,32.9,21.8,62.6,0,0,0,0,0,37,25.3,256.2,1008.9,32.6,16,230.9,19.9,9,2020-07-28T03:49:26Z,2020-07-28T18:15:05Z,0.28,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-07-29T00:00:00Z,32.7,25.1,29,36.7,25.1,31.2,21,62.7,0.469,100,4.17,0,0,90.7,14.6,226.6,1012.5,14.3,16,299.1,25.7,10,2020-07-29T03:50:22Z,2020-07-29T18:14:04Z,0.32,Rain,Clear conditions throughout the day with afternoon rain.
"New York City,USA",2020-07-30T00:00:00Z,33.3,25.6,29.2,36,25.6,30.5,19.2,55.3,0,0,0,0,0,68.4,15.9,250.7,1010.8,3.3,16,242.3,20.8,9,2020-07-30T03:51:18Z,2020-07-30T18:13:02Z,0.36,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-31T00:00:00Z,28.3,22.1,24.6,30.7,22.1,25.1,20.8,80.2,7.25,100,29.17,0,0,64.8,15.9,36.5,1009.9,54.5,14.8,106.1,9.3,5,2020-07-31T03:52:14Z,2020-07-31T18:11:58Z,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
"New York City,USA",2020-08-01T00:00:00Z,32.7,23.3,27.2,33.8,23.3,27.7,20.1,67.6,0,0,0,0,0,35.3,16.6,205.6,1013.4,2.2,16,305.3,26.5,10,2020-08-01T03:53:11Z,2020-08-01T18:10:53Z,0.43,Clear,Clear conditions throughout the day.
"New York City,USA",2020-08-02T00:00:00Z,32.1,25,28.1,38.4,25,31,23.2,75.4,0,0,0,0,0,49.5,23.4,187.1,1012.9,51.5,16,211.9,18.3,9,2020-08-02T03:54:09Z,2020-08-02T18:09:47Z,0.46,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-08-03T00:00:00Z,32.7,23.7,28.4,34.8,23.7,30,20.2,62.3,2.875,100,8.33,0,0,73.8,20,253,1015.8,12.9,16,286,24.7,9,2020-08-03T03:55:06Z,2020-08-03T18:08:38Z,0.5,Rain,Clear conditions throughout the day with late afternoon rain.
"New York City,USA",2020-08-04T00:00:00Z,27.2,22.2,25.1,28.3,22.2,25.2,21.3,79.9,3.423,100,33.33,0,0,69.4,43.9,200.6,1010.7,61.5,14.6,79.1,6.8,5,2020-08-04T03:56:04Z,2020-08-04T18:07:29Z,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
"New York City,USA",2020-08-05T00:00:00Z,31.6,23.9,27.3,32,23.9,27.6,19.1,63.3,0,0,0,0,0,29.5,19.5,253.4,1015.7,21.7,16,292.5,25.3,9,2020-08-05T03:57:02Z,2020-08-05T18:06:18Z,0.56,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-08-06T00:00:00Z,28.2,23.7,25.5,29.2,23.7,25.7,17.5,62,0,0,0,0,0,63,14.4,128.3,1019.3,23.4,16,197.8,17.3,9,2020-08-06T03:58:00Z,2020-08-06T18:05:05Z,0.6,Partially cloudy,Clearing in the afternoon.
"New York City,USA",2020-08-07T00:00:00Z,27.1,21.1,24.1,28.8,21.1,24.2,19.1,74.3,5.385,100,33.33,0,0,33.5,20.2,57.8,1019.9,41.1,15.7,111.5,9.8,5,2020-08-07T03:58:58Z,2020-08-07T18:03:52Z,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-08-08T00:00:00Z,30.4,22.7,25.1,33.1,22.7,25.6,20.6,77.3,0,0,0,0,0,14.4,14.4,96.2,1020.6,49.7,15.9,176.5,15.2,8,2020-08-08T03:59:57Z,2020-08-08T18:02:37Z,0.66,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-08-09T00:00:00Z,31.1,22.8,26.4,34.3,22.8,27.8,21.4,75.3,0,0,0,0,0,35.3,18.6,211.6,1019.3,29.3,15.9,281.7,24.4,10,2020-08-09T04:00:55Z,2020-08-09T18:01:21Z,0.69,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-08-10T00:00:00Z,33.3,24.4,28.5,37.5,24.4,30.7,22.4,71.3,0,0,0,0,0,68.4,15.9,222.6,1016.4,10.4,15.7,283.2,24.5,9,2020-08-10T04:01:54Z,2020-08-10T18:00:03Z,0.73,Clear,Clear conditions throughout the day.
"New York City,USA",2020-08-11T00:00:00Z,31.6,25.1,28,36.4,25.1,30.4,23.1,76,0.16,100,4.17,0,0,81.4,16.2,215.7,1014.7,12.4,15.9,273.8,23.6,9,2020-08-11T04:02:53Z,2020-08-11T17:58:44Z,0.75,Rain,Clear conditions throughout the day with afternoon rain.
"New York City,USA",2020-08-12T00:00:00Z,33.1,24.2,27.7,39.8,24.2,30,23.4,78.1,26.201,100,16.67,0,0,50,13.3,237.1,1016.2,34.1,15.1,197.4,16.9,8,2020-08-12T04:03:51Z,2020-08-12T17:57:25Z,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-08-13T00:00:00Z,26.2,23.3,25.5,26.2,23.3,25.5,22.1,81.5,0.312,100,12.5,0,0,17.5,17.5,49.3,1018.5,38.5,15.4,76.9,6.6,3,2020-08-13T04:04:50Z,2020-08-13T17:56:04Z,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
"New York City,USA",2020-08-14T00:00:00Z,31.5,23.8,27.2,31.8,23.8,27.5,19.6,65.8,0,0,0,0,0,76,25.2,47.2,1016.1,24.6,15.9,234.8,20.3,8,2020-08-14T04:05:49Z,2020-08-14T17:54:42Z,0.86,Partially cloudy,Becoming cloudy in the afternoon.
"New York City,USA",2020-08-15T00:00:00Z,29.9,23.3,25.7,30.2,23.3,25.9,16.8,58.2,0,0,0,0,0,35.3,25.4,47,1016,17.8,16,220.6,19,9,2020-08-15T04:06:48Z,2020-08-15T17:53:18Z,0.89,Clear,Clear conditions throughout the day.
"New York City,USA",2020-08-16T00:00:00Z,22.9,20.6,21.4,22.9,20.6,21.4,18.1,81.6,0.306,100,45.83,0,0,37.1,25.5,34.2,1014.6,93.6,15.8,42.7,3.7,1,2020-08-16T04:07:47Z,2020-08-16T17:51:54Z,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
"New York City,USA",2020-08-17T00:00:00Z,28.8,19.9,23,29.7,19.9,23.2,17.6,72.2,2.154,100,8.33,0,0,70.6,18.5,194.3,1012.8,48.8,15.5,238.8,20.7,9,2020-08-17T04:08:46Z,2020-08-17T17:50:29Z,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
"New York City,USA",2020-08-18T00:00:00Z,29.8,19.3,24.2,29.9,19.3,24.2,16.9,66.9,5.957,100,12.5,0,0,43.4,14.3,247.2,1011.1,42.5,15.8,265,22.9,9,2020-08-18T04:09:45Z,2020-08-18T17:49:03Z,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
"New York City,USA",2020-08-19T00:00:00Z,26.5,20.6,23.3,26.5,20.6,23.3,18.3,74,3.259,100,16.67,0,0,58.6,19.9,38.6,1013.5,41.7,15.5,108.6,9.3,4,2020-08-19T04:10:44Z,2020-08-19T17:47:36Z,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
"New York City,USA",2020-08-20T00:00:00Z,29.2,19.3,24,28.2,19.3,23.8,14.1,56.3,0,0,0,0,0,14.2,14.2,256.4,1017.2,0.5,16,288.8,25,9,2020-08-20T04:11:43Z,2020-08-20T17:46:07Z,0.06,Clear,Clear conditions throughout the day.
"New York City,USA",2020-08-21T00:00:00Z,31,20.7,25.3,32,20.7,25.9,18.4,66.9,0,0,0,0,0,33.5,18.2,245.6,1014.7,13.5,16,255.7,22,8,2020-08-21T04:12:42Z,2020-08-21T17:44:38Z,0.09,Clear,Clear conditions throughout the day.
"New York City,USA",2020-08-22T00:00:00Z,31.5,23.4,26.7,33.8,23.4,27.8,20.7,70.8,0.23,100,4.17,0,0,31.7,14.5,249,1013.9,7.4,16,235.9,20.3,9,2020-08-22T04:13:41Z,2020-08-22T17:43:09Z,0.13,Rain,Clear conditions throughout the day with afternoon rain.
"New York City,USA",2020-08-23T00:00:00Z,31.5,23.4,26.4,34.9,23.4,27.7,21.5,75.1,0,0,0,0,0,14.6,14.6,229.1,1017.2,2,16,217.7,18.8,9,2020-08-23T04:14:40Z,2020-08-23T17:41:38Z,0.16,Clear,Clear conditions throughout the day.
"New York City,USA",2020-08-24T00:00:00Z,32.2,23.9,27.8,36,23.9,29.4,21.5,70.1,0,0,0,0,0,37.1,14.7,242.2,1015.4,6.5,16,244.5,21.4,8,2020-08-24T04:15:39Z,2020-08-24T17:40:07Z,0.2,Clear,Clear conditions throughout the day.
"New York City,USA",2020-08-25T00:00:00Z,32.8,23.9,27.6,35.8,23.9,28.4,19.8,64,1.501,100,4.17,0,0,63.4,25.3,260.8,1009.9,17.8,16,231.6,20,8,2020-08-25T04:16:38Z,2020-08-25T17:38:34Z,0.25,Rain,Clear conditions throughout the day with late afternoon rain.
"New York City,USA",2020-08-26T00:00:00Z,28.1,20.6,24.2,27.3,20.6,24.2,12.8,49.8,0,0,0,0,0,44.6,11.6,301.4,1013.4,4.1,16,258,22.2,9,2020-08-26T04:17:37Z,2020-08-26T17:37:01Z,0.27,Clear,Clear conditions throughout the day.
"New York City,USA",2020-08-27T00:00:00Z,32.8,21.1,26.2,35.9,21.1,27.3,18.7,64.2,3.701,100,16.67,0,0,66.6,32.9,257.2,1008.5,42.5,16,233.9,20.4,9,2020-08-27T04:18:35Z,2020-08-27T17:35:28Z,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-08-28T00:00:00Z,31.1,22.2,25.5,33.4,22.2,26,20.1,73.5,0.005,100,8.33,0,0,32.6,18.1,247.3,1009.6,25,16,209.4,18.2,9,2020-08-28T04:19:34Z,2020-08-28T17:33:54Z,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
"New York City,USA",2020-08-29T00:00:00Z,27.8,22.8,24.7,31.2,22.8,25.1,21.9,84.9,0.25,100,20.83,0,0,27.7,18.4,239.3,1002.8,65.9,16,84.7,7.3,4,2020-08-29T04:20:33Z,2020-08-29T17:32:19Z,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
"New York City,USA",2020-08-30T00:00:00Z,28.7,20.6,24.3,28.2,20.6,24.2,13.8,53.4,0,0,0,0,0,53.6,16.7,288.5,1006.7,26.1,16,246.2,21.5,10,2020-08-30T04:21:31Z,2020-08-30T17:30:43Z,0.41,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-08-31T00:00:00Z,25.6,20.4,22.7,25.6,20.4,22.7,14.3,59.6,0,0,0,0,0,20,20,70.9,1018.2,18,16,157.5,13.6,6,2020-08-31T04:22:30Z,2020-08-31T17:29:07Z,0.44,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-01T00:00:00Z,27.7,19.4,23.1,28.6,19.4,23.2,18.4,75.6,3.848,100,29.17,0,0,68.4,19.8,99.2,1019.7,53.5,15.2,167,14.4,7,2020-09-01T04:23:28Z,2020-09-01T17:27:30Z,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
"New York City,USA",2020-09-02T00:00:00Z,27.7,21.6,24.3,30.4,21.6,24.6,21.5,84.8,0.176,100,29.17,0,0,17.8,17.8,65,1013,87.1,14.8,81.5,6.9,4,2020-09-02T04:24:27Z,2020-09-02T17:25:53Z,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
"New York City,USA",2020-09-03T00:00:00Z,32,23.3,26.2,33,23.3,26.4,19.6,69.9,8.418,100,20.83,0,0,29.5,14.7,224.9,1008.8,42.6,15.5,207.9,17.7,8,2020-09-03T04:25:25Z,2020-09-03T17:24:15Z,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-09-04T00:00:00Z,31.5,21.7,26,31.8,21.7,26.1,18.1,66.3,0,0,0,0,0,33.5,15,259.3,1011.5,15.8,15.9,254.8,21.9,9,2020-09-04T04:26:24Z,2020-09-04T17:22:37Z,0.58,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-05T00:00:00Z,28.2,20.5,24,27.3,20.5,23.8,12.1,49.4,0,0,0,0,0,33.5,18,245.3,1021.3,12.7,16,263.8,22.7,9,2020-09-05T04:27:22Z,2020-09-05T17:20:59Z,0.61,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-06T00:00:00Z,28.8,20,23.6,28.9,20,23.7,15.7,61.9,0,0,0,0,0,20.6,20.6,217.3,1021.5,4.4,16,254,21.9,9,2020-09-06T04:28:21Z,2020-09-06T17:19:20Z,0.65,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-07T00:00:00Z,27.1,20.6,23.4,27.8,20.6,23.4,17.1,68.5,0,0,0,0,0,38.9,21.7,183.1,1019.5,9.7,16,233.4,20,8,2020-09-07T04:29:19Z,2020-09-07T17:17:40Z,0.68,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-08T00:00:00Z,28.7,21.6,24.2,29.5,21.6,24.5,19,73.7,0,0,0,0,0,14.8,14.8,207,1021,9.8,16,243.3,21.1,8,2020-09-08T04:30:18Z,2020-09-08T17:16:01Z,0.71,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-09T00:00:00Z,27.1,22.1,24.3,28.6,22.1,24.4,20.4,79.5,0,0,0,0,0,14.3,14.3,115.4,1025,32.2,16,133.8,11.7,5,2020-09-09T04:31:16Z,2020-09-09T17:14:21Z,0.74,Partially cloudy,Clearing in the afternoon.
"New York City,USA",2020-09-10T00:00:00Z,28.3,23.3,24.9,31.6,23.3,25.6,22.7,87.9,25.96,100,70.83,0,0,68.4,17.7,15.2,1023.1,60,14.4,131.1,11.3,7,2020-09-10T04:32:14Z,2020-09-10T17:12:40Z,0.75,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.
"New York City,USA",2020-09-11T00:00:00Z,27,20.6,23.9,27.5,20.6,23.9,18.1,71.7,0.46,100,8.33,0,0,61,18.2,32.9,1021.3,51.2,15.9,148.4,12.8,5,2020-09-11T04:33:13Z,2020-09-11T17:11:00Z,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
"New York City,USA",2020-09-12T00:00:00Z,23.3,18.3,20.6,23.3,18.3,20.6,13.8,65.5,0,0,0,0,0,27.7,21.5,59.8,1025.5,53.1,16,171.3,14.9,8,2020-09-12T04:34:11Z,2020-09-12T17:09:19Z,0.84,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-09-13T00:00:00Z,25.5,18.3,21.9,25.5,18.3,21.9,17.1,74.4,0,0,0,0,0,37.1,20.1,126,1020.1,65,16,143.4,12.6,5,2020-09-13T04:35:10Z,2020-09-13T17:07:38Z,0.88,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-09-14T00:00:00Z,26,18.3,22.8,26,18.3,22.8,14.5,60.9,0,0,0,0,0,42.5,17.8,326,1019.3,24.1,16,184.5,16,7,2020-09-14T04:36:08Z,2020-09-14T17:05:57Z,0.91,Partially cloudy,Becoming cloudy in the afternoon.
"New York City,USA",2020-09-15T00:00:00Z,22,13.8,17.5,22,13.8,17.5,8.3,55.6,0,0,0,0,0,70.2,23.6,52.2,1026.3,1.3,16,208.9,18.1,7,2020-09-15T04:37:07Z,2020-09-15T17:04:16Z,0.94,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-16T00:00:00Z,23.2,15.6,19.2,23.2,15.6,19.2,12.7,66.8,0,0,0,0,0,33.5,20.5,229.6,1023.3,11.8,15.9,189.6,16.4,7,2020-09-16T04:38:06Z,2020-09-16T17:02:34Z,0.97,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-17T00:00:00Z,24.9,18.8,21.3,24.9,18.8,21.3,17.1,77,0,0,0,0,0,17.9,17.9,233.9,1017,44.1,16,128.1,11.2,5,2020-09-17T04:39:04Z,2020-09-17T17:00:53Z,0,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-09-18T00:00:00Z,23.2,17.1,20.4,23.2,17.1,20.4,12.7,63,0,0,0,0,0,62.1,23.7,40.9,1015,46,16,187.6,16.4,8,2020-09-18T04:40:03Z,2020-09-18T16:59:11Z,0.04,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-09-19T00:00:00Z,20.4,11.6,16.1,20.4,11.6,16.1,2.3,40.9,0,0,0,0,0,72,29.2,43,1026,0.4,16,243.6,20.9,8,2020-09-19T04:41:02Z,2020-09-19T16:57:30Z,0.08,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-20T00:00:00Z,19.8,12.1,15.9,19.8,12.1,15.9,3.1,42.7,0,0,0,0,0,40,30.5,41.5,1032.4,0.5,16,233.4,20.1,8,2020-09-20T04:42:01Z,2020-09-20T16:55:48Z,0.11,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-21T00:00:00Z,20.9,12.7,16.7,20.9,12.7,16.7,5.3,48,0,0,0,0,0,35.3,24.9,48.8,1033.3,0.4,16,229.1,20,8,2020-09-21T04:43:00Z,2020-09-21T16:54:07Z,0.15,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-22T00:00:00Z,24.8,12.1,18,24.8,12.1,18,5,44.2,0,0,0,0,0,77.8,11,350.2,1019.5,0.6,16,227,19.6,8,2020-09-22T04:44:00Z,2020-09-22T16:52:25Z,0.18,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-23T00:00:00Z,28.2,16.1,21.6,27.7,16.1,21.6,10.6,50.4,0,0,0,0,0,35.9,12.7,287.7,1011.8,0.6,16,217.3,18.9,8,2020-09-23T04:44:59Z,2020-09-23T16:50:44Z,0.25,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-24T00:00:00Z,24.3,17.8,21.2,24.3,17.8,21.2,13.2,60.8,0,0,0,0,0,11.1,11.1,257.9,1015.2,1.2,16,111.1,9.6,5,2020-09-24T04:45:59Z,2020-09-24T16:49:03Z,0.25,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-25T00:00:00Z,25.6,17.8,20.9,25.6,17.8,20.9,16.2,75.1,0,0,0,0,0,73.8,11.1,241,1018.8,1.2,15.2,154.5,13.4,6,2020-09-25T04:46:59Z,2020-09-25T16:47:21Z,0.28,Clear,Clear conditions throughout the day.
"New York City,USA",2020-09-26T00:00:00Z,23.8,18.8,21,23.8,18.8,21,17.1,79.4,0,0,0,0,0,25.9,13,119.5,1018.7,48.6,15.9,103.2,8.7,4,2020-09-26T04:47:58Z,2020-09-26T16:45:41Z,0.32,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-09-27T00:00:00Z,27.1,20,22.7,28.2,20,22.7,19.2,81.9,0,0,0,0,0,14.4,14.4,55.1,1015.2,56.7,15.5,148.9,12.7,7,2020-09-27T04:48:59Z,2020-09-27T16:44:00Z,0.35,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-09-28T00:00:00Z,26.6,21.1,22.7,26.6,21.1,22.7,19.4,82.6,0.302,100,20.83,0,0,66.6,20.1,185,1012.9,50.5,15.5,156.1,13.4,7,2020-09-28T04:49:59Z,2020-09-28T16:42:19Z,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-09-29T00:00:00Z,23.3,20.6,21.7,23.3,20.6,21.7,19.5,87.3,5.273,100,33.33,0,0,79.6,16.7,169,1010.9,56.1,15.3,55.7,4.8,2,2020-09-29T04:50:59Z,2020-09-29T16:40:39Z,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-09-30T00:00:00Z,22.1,16.7,19.6,22.1,16.7,19.6,13.7,71.4,15.917,100,33.33,0,0,56.4,34.2,249.2,1005.8,48.9,15.2,178.7,15.4,7,2020-09-30T04:52:00Z,2020-09-30T16:38:59Z,0.46,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.
